s,m3/s,m3/s
 1.23954527917986E+000,-5.41008548660086E+000, 5.40442941841904E+000
 1.24379619404617E+000,-5.41782284580927E+000, 5.40726894864586E+000
 1.24804710891248E+000,-5.42550471851421E+000, 5.41368374221818E+000
 1.25229802377879E+000,-5.43313142479397E+000, 5.42161846476647E+000
 1.25654893864510E+000,-5.44070328410498E+000, 5.43120698710003E+000
 1.26079985351142E+000,-5.44822061526148E+000, 5.43906748363874E+000
 1.26505076837773E+000,-5.45568373641524E+000, 5.45058983755846E+000
 1.26930168324404E+000,-5.46309296503615E+000, 5.45937244656243E+000
 1.27355259811035E+000,-5.47044861789301E+000, 5.47145236054824E+000
 1.27780351297666E+000,-5.47775101103457E+000, 5.48168476482149E+000
 1.28205442784297E+000,-5.48500045977107E+000, 5.48942227648914E+000
 1.28630534270928E+000,-5.49219727865646E+000, 5.49021517169815E+000
 1.29055625757559E+000,-5.49934178147036E+000, 5.49509370566629E+000
 1.29480717244190E+000,-5.50643428120130E+000, 5.49869993004210E+000
 1.29905808730821E+000,-5.51347509002926E+000, 5.50220991005548E+000
 1.30330900217453E+000,-5.52046451930964E+000, 5.50303445017575E+000
 1.30755991704084E+000,-5.52740287955691E+000, 5.51097791137984E+000
 1.31181083190715E+000,-5.53429048042881E+000, 5.51911698286253E+000
 1.31606174677346E+000,-5.54112763071104E+000, 5.52961001218420E+000
 1.32073775312640E+000,-5.54859059304046E+000, 5.54402002376245E+000
 1.32541375947934E+000,-5.55599329124628E+000, 5.55478413263848E+000
 1.33008976583228E+000,-5.56333613253661E+000, 5.56807350551972E+000
 1.33476577218523E+000,-5.57061952275401E+000, 5.57482221328411E+000
 1.33944177853817E+000,-5.57784386635330E+000, 5.58229268776798E+000
 1.34411778489111E+000,-5.58500956638029E+000, 5.58304413522118E+000
 1.34879379124405E+000,-5.59211702445144E+000, 5.58620566384568E+000
 1.35346979759700E+000,-5.59916664073351E+000, 5.58566491219728E+000
 1.35814580394994E+000,-5.60615881392420E+000, 5.58778593556427E+000
 1.36282181030288E+000,-5.61309394123335E+000, 5.59687804950456E+000
 1.36749781665582E+000,-5.61997241836441E+000, 5.60408504486513E+000
 1.37217382300876E+000,-5.62679463949674E+000, 5.61368777426365E+000
 1.37684982936171E+000,-5.63356099726843E+000, 5.62713508278723E+000
 1.38152583571465E+000,-5.64027188275941E+000, 5.63398975418799E+000
 1.38620184206759E+000,-5.64692768547553E+000, 5.63883217665632E+000
 1.39087784842053E+000,-5.65352879333278E+000, 5.64515932119398E+000
 1.39555385477347E+000,-5.66007559264216E+000, 5.64689936853734E+000
 1.40022986112642E+000,-5.66656846809504E+000, 5.64923385853528E+000
 1.40490586747936E+000,-5.67300780274923E+000, 5.65420631023598E+000
 1.40958187383230E+000,-5.67939397801508E+000, 5.65958710575413E+000
 1.41425788018524E+000,-5.68572737364258E+000, 5.66872843942865E+000
 1.41893388653818E+000,-5.69200836770862E+000, 5.67846193835796E+000
 1.42360989289113E+000,-5.69823733660473E+000, 5.68642267895740E+000
 1.42828589924407E+000,-5.70441465502561E+000, 5.69239803609824E+000
 1.43296190559701E+000,-5.71054069595758E+000, 5.69875754522372E+000
 1.43763791194995E+000,-5.71661583066799E+000, 5.69901194090050E+000
 1.44231391830289E+000,-5.72264042869483E+000, 5.70338605520181E+000
 1.44698992465584E+000,-5.72861485783671E+000, 5.70809979196518E+000
 1.45166593100878E+000,-5.73453948414344E+000, 5.71042011482163E+000
 1.45634193736172E+000,-5.74041467190703E+000, 5.71963403741581E+000
 1.46569395006760E+000,-5.75201818013154E+000, 5.74017898191854E+000
 1.47504596277349E+000,-5.76342826137001E+000, 5.75529312103743E+000
 1.48439797547937E+000,-5.77464776584446E+000, 5.76356826994826E+000
 1.48907398183232E+000,-5.78018693460443E+000, 5.76340513081807E+000
 1.49842599453820E+000,-5.79112585491982E+000, 5.77407627008710E+000
 1.50777800724408E+000,-5.80188119735431E+000, 5.79176745910617E+000
 1.51245401359703E+000,-5.80719088689493E+000, 5.80168539454348E+000
 1.52180602630291E+000,-5.81767600659288E+000, 5.81518253929486E+000
 1.53115803900879E+000,-5.82798436420921E+000, 5.82281797622578E+000
 1.54051005171468E+000,-5.83811863434032E+000, 5.83391641821976E+000
 1.54518605806762E+000,-5.84312131429156E+000, 5.84127543107213E+000
 1.55453807077350E+000,-5.85299940307823E+000, 5.85942968669562E+000
 1.56389008347939E+000,-5.86270996079493E+000, 5.86631525752901E+000
 1.56856608983233E+000,-5.86750321991599E+000, 5.86618610919236E+000
 1.57791810253821E+000,-5.87696729118443E+000, 5.86869055596355E+000
 1.58727011524410E+000,-5.88627020137922E+000, 5.88527044264164E+000
 1.59662212794998E+000,-5.89541444624181E+000, 5.90216710209209E+000
 1.60129813430293E+000,-5.89992784093143E+000, 5.90123359524558E+000
 1.61065014700881E+000,-5.90883870203567E+000, 5.90080310851510E+000
 1.62000215971469E+000,-5.91759700666938E+000, 5.90235100459395E+000
 1.62467816606764E+000,-5.92191969880130E+000, 5.90998664204191E+000
 1.63403017877352E+000,-5.93045364344562E+000, 5.93139077892375E+000
 1.64338219147940E+000,-5.93884095467078E+000, 5.93722794298574E+000
 1.64805819783235E+000,-5.94298034810459E+000, 5.93759799602231E+000
 1.65741021053823E+000,-5.95115204520767E+000, 5.94968478112369E+000
 1.66676222324411E+000,-5.95918284733426E+000, 5.95397358386079E+000
 1.67611423595000E+000,-5.96707499853097E+000, 5.97032107068044E+000
 1.68079024230294E+000,-5.97096977332133E+000, 5.98681397004519E+000
 1.69014225500882E+000,-5.97865809198629E+000, 5.99136214179589E+000
 1.69949426771471E+000,-5.98621324261626E+000, 6.00223879338687E+000
 1.70417027406765E+000,-5.98994155061541E+000, 5.99781086019855E+000
 1.71352228677353E+000,-5.99730095770208E+000, 5.99897049484013E+000
 1.72287429947942E+000,-6.00453249974260E+000, 6.00993756719335E+000
 1.73222631218530E+000,-6.01163824812812E+000, 6.00259326232839E+000
 1.73690231853825E+000,-6.01514458929565E+000, 6.00642397127311E+000
 1.74625433124413E+000,-6.02206546943351E+000, 6.00957108902826E+000
 1.75560634395001E+000,-6.02886561145622E+000, 6.02745997061772E+000
 1.76028235030296E+000,-6.03222102348430E+000, 6.02279820511726E+000
 1.76963436300884E+000,-6.03884375012688E+000, 6.02867990349905E+000
 1.77898637571472E+000,-6.04535062100172E+000, 6.04218017854430E+000
 1.78729166013481E+000,-6.05103361501687E+000, 6.04054080879189E+000
 1.79559694455490E+000,-6.05662805579510E+000, 6.06457078727051E+000
 1.80390222897499E+000,-6.06213524321879E+000, 6.05492721541496E+000
 1.80805487118503E+000,-6.06485651861204E+000, 6.05363148786073E+000
 1.81636015560512E+000,-6.07023522715492E+000, 6.06521174380154E+000
 1.82466544002521E+000,-6.07552986000172E+000, 6.07955122624202E+000
 1.83297072444530E+000,-6.08074165973452E+000, 6.08279924565129E+000
 1.84127600886539E+000,-6.08587185285751E+000, 6.06840694903653E+000
 1.84958129328548E+000,-6.09092164993012E+000, 6.07364550855201E+000
 1.85788657770557E+000,-6.09589224570250E+000, 6.07288294716584E+000
 1.86619186212566E+000,-6.10078481925169E+000, 6.09491196685291E+000
 1.87449714654575E+000,-6.10560053411983E+000, 6.10794048385445E+000
 1.88194976558980E+000,-6.10985735829490E+000, 6.10749096047340E+000
 1.88940238463386E+000,-6.11405403895803E+000, 6.11187891540434E+000
 1.89685500367792E+000,-6.11819138542121E+000, 6.11797908733397E+000
 1.90430762272198E+000,-6.12227019726969E+000, 6.12750289288483E+000
 1.91548655128807E+000,-6.12828038801880E+000, 6.15019382270431E+000
 1.92293917033213E+000,-6.13221629843023E+000, 6.14180985636527E+000
 1.93039178937618E+000,-6.13609639737403E+000, 6.13047932484712E+000
 1.93784440842024E+000,-6.13992144169400E+000, 6.14393789341204E+000
 1.94529702746430E+000,-6.14369217896660E+000, 6.14481998870143E+000
 1.95236995887767E+000,-6.14722125303518E+000, 6.15201147486244E+000
 1.96240982455169E+000,-6.15214905913441E+000, 6.15872834425113E+000
 1.96910306833437E+000,-6.15538181992124E+000, 6.16334129371715E+000
 1.97914293400839E+000,-6.16015358051864E+000, 6.16667377893111E+000
 1.98583617779107E+000,-6.16328390593003E+000, 6.16502884730301E+000
 1.99252942157375E+000,-6.16637413621926E+000, 6.16884533270510E+000
 2.00256928724776E+000,-6.17093538205857E+000, 6.16455518118281E+000
 2.00926253103044E+000,-6.17392752293836E+000, 6.16306870171029E+000
 2.01930239670446E+000,-6.17834389977521E+000, 6.16502832633427E+000
 2.02599564048714E+000,-6.18124095144525E+000, 6.16810885428870E+000
 2.03268888426982E+000,-6.18410078848643E+000, 6.17234210582392E+000
 2.04306341213297E+000,-6.18846106724420E+000, 6.18769093938465E+000
 2.05042598029392E+000,-6.19150281804679E+000, 6.18911070583975E+000
 2.05778854845487E+000,-6.19450154503869E+000, 6.19345720932858E+000
 2.06515111661581E+000,-6.19745783636921E+000, 6.20099205615985E+000
 2.07251368477676E+000,-6.20037227273071E+000, 6.19896984288246E+000
 2.08355753701818E+000,-6.20466670132964E+000, 6.19813674318845E+000
 2.09092010517913E+000,-6.20747899256116E+000, 6.20707658950525E+000
 2.09828267334008E+000,-6.21025140364168E+000, 6.20789606167949E+000
 2.10564524150102E+000,-6.21298448266384E+000, 6.21445392401980E+000
 2.11300780966197E+000,-6.21567877068653E+000, 6.21414034641072E+000
 2.12037037782292E+000,-6.21833480181088E+000, 6.21418082675762E+000
 2.13141423006434E+000,-6.22224826824021E+000, 6.21856345057566E+000
 2.13877679822528E+000,-6.22481094882943E+000, 6.23092209922800E+000
 2.14613936638623E+000,-6.22733718816659E+000, 6.21810162598136E+000
 2.15350193454718E+000,-6.22982748997020E+000, 6.21927770393999E+000
 2.16086450270813E+000,-6.23228235141092E+000, 6.22420450455152E+000
 2.16822707086907E+000,-6.23470226318447E+000, 6.23543624143109E+000
 2.17927092311049E+000,-6.23826765787833E+000, 6.24073750184712E+000
 2.18663349127144E+000,-6.24060230044136E+000, 6.24666057449096E+000
 2.19399605943239E+000,-6.24290366082800E+000, 6.23176591868430E+000
 2.20135862759334E+000,-6.24517220148976E+000, 6.23319517405836E+000
 2.20872119575428E+000,-6.24740837879695E+000, 6.23167275298653E+000
 2.21608376391523E+000,-6.24961264310888E+000, 6.23889346074834E+000
 2.22712761615665E+000,-6.25286017326682E+000, 6.25028637035161E+000
 2.23449018431760E+000,-6.25498658659058E+000, 6.25675604265303E+000
 2.24185275247855E+000,-6.25708261683805E+000, 6.25865926256980E+000
 2.24921532063949E+000,-6.25914868817113E+000, 6.25406934151874E+000
 2.25657788880044E+000,-6.26118521911643E+000, 6.25570819423989E+000
 2.26762174104186E+000,-6.26418552914599E+000, 6.26429274638115E+000
 2.27498430920281E+000,-6.26615000379298E+000, 6.27097366873715E+000
 2.28234687736376E+000,-6.26808635947350E+000, 6.27485907744360E+000
 2.28970944552470E+000,-6.26999499017127E+000, 6.26997443049159E+000
 2.29707201368565E+000,-6.27187628459433E+000, 6.27036087702559E+000
 2.30443458184660E+000,-6.27373062623838E+000, 6.27033251799465E+000
 2.31547843408802E+000,-6.27646242848432E+000, 6.27661167691251E+000
 2.32284100224897E+000,-6.27825103233658E+000, 6.28251012725475E+000
 2.33020357040991E+000,-6.28001398550339E+000, 6.28054377455126E+000
 2.33756613857086E+000,-6.28175164879716E+000, 6.28297034763970E+000
 2.34492870673181E+000,-6.28346437815783E+000, 6.28894498652270E+000
 2.35229127489276E+000,-6.28515252471267E+000, 6.29219836837088E+000
 2.36333512713418E+000,-6.28763940819188E+000, 6.28528337908437E+000
 2.37069769529512E+000,-6.28926760286527E+000, 6.28808955820285E+000
 2.37806026345607E+000,-6.29087240663093E+000, 6.28917238774133E+000
 2.38542283161702E+000,-6.29245414968585E+000, 6.29375764385874E+000
 2.39278539977797E+000,-6.29401315773397E+000, 6.29724385385724E+000
 2.40014796793891E+000,-6.29554975204247E+000, 6.29849487832491E+000
 2.41119182018033E+000,-6.29781330974742E+000, 6.29270923740045E+000
 2.41855438834128E+000,-6.29929524663544E+000, 6.28705141785702E+000
 2.42591695650223E+000,-6.30075586007843E+000, 6.29170423108955E+000
 2.43327952466318E+000,-6.30219545205931E+000, 6.29663619308463E+000
 2.44064209282412E+000,-6.30361432042362E+000, 6.30307099595514E+000
 2.44800466098507E+000,-6.30501275893245E+000, 6.31394316664664E+000
 2.45904851322649E+000,-6.30707274340758E+000, 6.29848970085952E+000
 2.46641108138744E+000,-6.30842136614494E+000, 6.29714351973018E+000
 2.47377364954839E+000,-6.30975055577073E+000, 6.31924438313523E+000
 2.48037334876715E+000,-6.31092573153422E+000, 6.31724232428044E+000
 2.49027289759531E+000,-6.31266006218967E+000, 6.31038713015814E+000
 2.49687259681407E+000,-6.31379760900972E+000, 6.31019092261099E+000
 2.50677214564222E+000,-6.31547639428044E+000, 6.31546760135761E+000
 2.51337184486099E+000,-6.31657750088266E+000, 6.31724601199518E+000
 2.52327139368914E+000,-6.31820249627413E+000, 6.32046478812185E+000
 2.52987109290791E+000,-6.31926831485669E+000, 6.32434833327726E+000
 2.53647079212668E+000,-6.32032033286661E+000, 6.32263627414270E+000
 2.54670032591577E+000,-6.32192409931197E+000, 6.32551660584004E+000
 2.55395999505641E+000,-6.32304275342620E+000, 6.31822371275481E+000
 2.56121966419706E+000,-6.32414547527941E+000, 6.32432497909087E+000
 2.56847933333770E+000,-6.32523248906497E+000, 6.32959721348386E+000
 2.57936883704867E+000,-6.32683403997601E+000, 6.33847477239378E+000
 2.58662850618932E+000,-6.32788274434143E+000, 6.33434795282095E+000
 2.59388817532996E+000,-6.32891650134320E+000, 6.32677082152433E+000
 2.60114784447060E+000,-6.32993552163874E+000, 6.33916927531297E+000
 2.60840751361125E+000,-6.33094001298463E+000, 6.33550867249056E+000
 2.61929701732222E+000,-6.33241995565457E+000, 6.34073058473028E+000
 2.62655668646286E+000,-6.33338901486671E+000, 6.32675107932833E+000
 2.63381635560350E+000,-6.33434424997814E+000, 6.32106723523179E+000
 2.64107602474415E+000,-6.33528585615587E+000, 6.33413445712433E+000
 2.64833569388479E+000,-6.33621402586942E+000, 6.34250743557495E+000
 2.65922519759576E+000,-6.33758150155567E+000, 6.33624843142906E+000
 2.66648486673641E+000,-6.33847690478364E+000, 6.34403115812938E+000
 2.67374453587705E+000,-6.33935952446111E+000, 6.32960119451870E+000
 2.68100420501769E+000,-6.34022954135509E+000, 6.33768404184731E+000
 2.68826387415834E+000,-6.34108713372592E+000, 6.34441776654134E+000
 2.69915337786931E+000,-6.34235061016748E+000, 6.35972747969575E+000
 2.70641304700995E+000,-6.34317790497018E+000, 6.34568436613500E+000
 2.71367271615060E+000,-6.34399337989997E+000, 6.34757691741934E+000
 2.72093238529124E+000,-6.34479720234457E+000, 6.34458514508508E+000
 2.72819205443188E+000,-6.34558953736381E+000, 6.33471107794230E+000
 2.73908155814285E+000,-6.34675685639330E+000, 6.34112711263635E+000
 2.74634122728350E+000,-6.34752117998762E+000, 6.33783398890543E+000
 2.75360089642414E+000,-6.34827457597868E+000, 6.34335584350509E+000
 2.76086056556478E+000,-6.34901719933003E+000, 6.34683366312558E+000
 2.76812023470543E+000,-6.34974920284389E+000, 6.35504169914988E+000
 2.77900973841640E+000,-6.35082762493417E+000, 6.35352457640166E+000
 2.78626940755704E+000,-6.35153373344218E+000, 6.35848481884026E+000
 2.79352907669769E+000,-6.35222974031716E+000, 6.36077321230476E+000
 2.80078874583833E+000,-6.35291578899040E+000, 6.36100358157711E+000
 2.80804841497897E+000,-6.35359202088753E+000, 6.36027130816414E+000
 2.81893791868994E+000,-6.35458826678427E+000, 6.36834062593635E+000
 2.82576246759138E+000,-6.35520173051685E+000, 6.36819577146196E+000
 2.83215189625360E+000,-6.35576859334979E+000, 6.36767489649704E+000
 2.84173603924694E+000,-6.35660551248110E+000, 6.35811516829567E+000
 2.84812546790916E+000,-6.35715467197724E+000, 6.35187586152274E+000
 2.85770961090250E+000,-6.35796545101714E+000, 6.36273331786564E+000
 2.86409903956472E+000,-6.35849745641196E+000, 6.34932991463943E+000
 2.87400265399117E+000,-6.35930883142260E+000, 6.35627905184042E+000
 2.88103102551962E+000,-6.35987503487439E+000, 6.35425477602581E+000
 2.88805939704806E+000,-6.36043338423343E+000, 6.35019073299091E+000
 2.89822695682632E+000,-6.36122743794978E+000, 6.35534954761690E+000
 2.90450533332593E+000,-6.36170980422363E+000, 6.35164736723718E+000
 2.91486465455028E+000,-6.36249266257692E+000, 6.35281345418060E+000
 2.92211617940733E+000,-6.36303114798541E+000, 6.34244082556433E+000
 2.92971301497186E+000,-6.36358700920211E+000, 6.36487045132461E+000
 2.93730985053639E+000,-6.36413453601288E+000, 6.34969971372136E+000
 2.94490668610092E+000,-6.36467385267998E+000, 6.35013223127315E+000
 2.95250352166545E+000,-6.36520508163410E+000, 6.36541017808702E+000
 2.96010035722998E+000,-6.36572834350047E+000, 6.36961030750223E+000
 2.97149561057677E+000,-6.36649855750553E+000, 6.36476462837445E+000
 2.97909244614130E+000,-6.36700241777362E+000, 6.36030232523597E+000
 2.98668928170583E+000,-6.36749871929715E+000, 6.35735952890871E+000
 2.99428611727036E+000,-6.36798757489385E+000, 6.37520718581461E+000
 3.00188295283489E+000,-6.36846909571479E+000, 6.36268298941149E+000
 3.00947978839942E+000,-6.36894339126865E+000, 6.36435573909512E+000
 3.01627112376410E+000,-6.36936136819697E+000, 6.36989805382780E+000
 3.02645812681111E+000,-6.36997783447578E+000, 6.37648477945759E+000
 3.03324946217579E+000,-6.37038192159117E+000, 6.37700631745889E+000
 3.04004079754047E+000,-6.37078058229006E+000, 6.37222382571634E+000
 3.05022780058748E+000,-6.37136855722035E+000, 6.37656114806031E+000
 3.05701913595216E+000,-6.37175396713178E+000, 6.39199221301608E+000
 3.06720613899917E+000,-6.37232239733634E+000, 6.37940279761201E+000
 3.07399747436385E+000,-6.37269499498847E+000, 6.36984100949494E+000
 3.08078880972853E+000,-6.37306258728607E+000, 6.37555651100555E+000
 3.09097581277554E+000,-6.37360473691882E+000, 6.36074548716623E+000
